0	0.000000	0.000000	7
10	47.099998	37.500000	7
20	45.700001	43.000000	7
30	42.700001	53.000000	7
40	36.000000	64.000000	7
50	38.200001	58.900002	7
60	46.400002	59.299999	7
70	46.000000	59.500000	7
80	43.799999	64.000000	7
90	51.299999	64.000000	7
100	47.799999	64.000000	7
110	57.299999	64.000000	7
120	46.099998	59.500000	7
130	49.099998	59.099998	7
140	53.400002	64.000000	7
150	41.500000	64.000000	7
160	43.200001	53.599998	7
170	51.900002	64.000000	7
180	45.299999	59.299999	7
190	59.500000	64.000000	7
200	42.599998	64.000000	7
210	49.200001	64.000000	7
220	53.400002	64.000000	7
230	53.400002	64.000000	7
240	59.099998	64.000000	7
250	40.900002	58.299999	7
260	55.299999	64.000000	7
270	55.299999	64.000000	7
280	58.900002	58.299999	7
290	56.599998	64.000000	7
300	51.900002	64.000000	7
310	43.799999	64.000000	7
320	59.400002	52.599998	7
330	54.799999	64.000000	7
340	55.500000	58.299999	7
350	56.400002	64.000000	7
360	40.299999	59.299999	7
370	53.900002	53.799999	7
380	55.000000	64.000000	7
390	50.200001	64.000000	7
400	48.799999	64.000000	7
410	38.799999	58.299999	7
420	43.700001	58.299999	7
430	51.400002	58.299999	7
440	41.900002	46.900002	7
450	43.400002	58.299999	7
460	33.900002	52.599998	7
470	48.000000	58.299999	7
480	45.400002	58.299999	7
490	54.700001	52.599998	7
500	52.099998	58.299999	7
510	50.000000	52.599998	7
520	36.400002	58.299999	7
530	45.200001	58.299999	7
540	43.799999	52.599998	7
550	38.700001	52.599998	7
560	53.900002	54.200001	7
570	46.700001	53.599998	7
580	42.299999	43.200001	7
590	44.700001	58.299999	7
600	49.000000	58.299999	7
610	56.700001	58.299999	7
620	47.200001	52.599998	7
630	45.799999	58.299999	7
640	43.299999	54.400002	7
650	49.200001	58.299999	7
660	50.000000	53.599998	7
670	41.099998	53.599998	7
680	46.400002	53.799999	7
690	45.000000	58.299999	7
700	42.500000	58.299999	7
710	40.299999	58.299999	7
720	40.099998	58.299999	7
730	42.299999	58.299999	7
740	47.099998	58.299999	7
750	47.700001	53.200001	7
760	49.700001	52.599998	7
770	47.400002	52.599998	7
780	47.500000	54.200001	7
790	49.799999	58.299999	7
800	46.099998	58.299999	7
810	49.900002	46.900002	7
820	38.000000	58.299999	7
830	36.099998	52.599998	7
840	39.099998	58.299999	7
850	46.299999	58.299999	7
860	51.400002	46.900002	7
870	43.000000	58.299999	7
880	39.500000	52.599998	7
890	43.099998	53.799999	7
900	40.700001	58.299999	7
910	43.000000	48.500000	7
920	46.700001	58.299999	7
930	52.400002	52.599998	7
940	45.299999	58.299999	7
950	52.599998	53.799999	7
960	45.799999	53.599998	7
970	43.400002	46.900002	7
980	39.000000	58.299999	7
990	48.299999	58.299999	7
1000	47.099998	58.299999	7
1010	41.299999	58.299999	7
1020	48.700001	58.299999	7
1030	49.400002	52.599998	7
1040	49.000000	52.599998	7
1050	37.799999	52.599998	7
1060	37.500000	58.299999	7
1070	35.900002	55.200001	7
1080	56.799999	52.599998	7
1090	32.799999	58.299999	7
1100	47.700001	52.599998	7
1110	45.799999	42.400002	7
1120	32.599998	47.900002	7
1130	46.299999	47.900002	7
1140	23.400000	47.900002	7
1150	37.900002	47.900002	7
1160	33.900002	36.500000	7
1170	30.600000	47.900002	7
1180	40.200001	47.900002	7
1190	38.700001	42.200001	7
1200	39.400002	47.900002	7
1210	40.099998	47.900002	7
1220	35.599998	47.900002	7
1230	31.299999	47.900002	7
1240	37.500000	42.200001	7
1250	33.599998	47.900002	7
1260	29.200001	47.900002	7
1270	33.500000	47.900002	7
